26,29
29,14
23,13
23,25
25,10
25,13
13,24
20,18
20,32
31,32
31,18
31,17
18,31
18,32
17,32
32,34
34,18
34,19
19,32
9,22
22,4
22,3
4,3
3,4
3,1
4,5
4,1
5,1
1,2
2,21
21,6
21,8
8,7
7,6
6,30
30,15
26,14
26,27
27,28
28,12
12,9
14,23
23,11
11,25
11,10
13,10
25,24
23,24
24,31
31,20
20,33
33,18
17,18
17,19
17,16
16,19
9,4
5,8
1,8
8,21
6,2
7,30
21,15
30,6
11,14
11,29
1,10
24,20
16,20
17,19
2,30
8,15
15,16
2,10

